,timestamp,id,area,subarea,temperature,longitude,latitude
52,52,0,1,6,20.94,3.6,7.4
53,53,0,1,6,21.04904761904762,3.6,7.4
54,54,0,1,6,21.43,3.6,7.4
55,55,0,1,6,20.99,3.6,7.4
56,56,0,1,6,21.03,3.6,7.4
57,57,0,1,6,19.69,3.6,7.4
58,58,0,1,6,21.04904761904762,3.6,7.4
59,59,0,1,6,20.93,3.6,7.4
60,60,0,1,6,21.01,3.6,7.4
61,61,0,1,6,19.83,3.6,7.4
62,62,0,1,6,20.8,3.6,7.4
63,63,0,1,6,21.04904761904762,3.6,7.4
64,64,0,1,6,20.7,3.6,7.4
65,65,0,1,6,21.6,3.6,7.4
66,66,0,1,6,21.06,3.6,7.4
67,67,0,1,6,21.04904761904762,3.6,7.4
68,68,0,1,6,20.19,3.6,7.4
69,69,0,1,6,21.31,3.6,7.4
70,70,0,1,6,21.22,3.6,7.4
71,71,0,1,6,21.73,3.6,7.4
72,72,0,1,6,21.04904761904762,3.6,7.4
73,73,0,1,6,19.82,3.6,7.4
74,74,0,1,6,20.14,3.6,7.4
75,75,0,1,6,21.26,3.6,7.4
76,76,0,1,6,21.53,3.6,7.4
77,77,0,1,6,20.46,3.6,7.4
78,78,0,1,6,20.83,3.6,7.4
79,79,0,1,6,21.75,3.6,7.4
80,80,0,1,6,21.02,3.6,7.4
81,81,0,1,6,21.55,3.6,7.4
82,82,0,1,6,22.2,3.6,7.4
83,83,0,1,6,21.04904761904762,3.6,7.4
84,84,0,1,6,22.18,3.6,7.4
85,85,0,1,6,19.68,3.6,7.4
86,86,0,1,6,20.52,3.6,7.4
87,87,0,1,6,21.04904761904762,3.6,7.4
88,88,0,1,6,20.93,3.6,7.4
89,89,0,1,6,20.66,3.6,7.4
90,90,0,1,6,21.36,3.6,7.4
91,91,0,1,6,21.8,3.6,7.4
92,92,0,1,6,22.01,3.6,7.4
93,93,0,1,6,20.88,3.6,7.4
94,94,0,1,6,21.03,3.6,7.4
95,95,0,1,6,21.48,3.6,7.4
96,96,0,1,6,21.09,3.6,7.4
97,97,0,1,6,21.09,3.6,7.4
98,98,0,1,6,20.45,3.6,7.4
99,99,0,1,6,21.34,3.6,7.4
100,100,0,1,6,20.45,3.6,7.4
101,101,0,1,6,20.52,3.6,7.4
102,102,0,1,6,21.51,3.6,7.4
103,103,0,1,6,21.04,3.6,7.4
104,104,0,1,6,21.86,3.6,7.4
105,105,0,1,6,21.83,3.6,7.4
106,106,0,1,6,22.07,3.6,7.4
107,107,0,1,6,21.18,3.6,7.4
108,108,0,1,6,21.13,3.6,7.4
109,109,0,1,6,22.21,3.6,7.4
110,110,0,1,6,22.58,3.6,7.4
111,111,0,1,6,20.81,3.6,7.4
112,112,0,1,6,21.26,3.6,7.4
113,113,0,1,6,21.11,3.6,7.4
114,114,0,1,6,21.46,3.6,7.4
115,115,0,1,6,20.89,3.6,7.4
116,116,0,1,6,19.66,3.6,7.4
117,117,0,1,6,21.04904761904762,3.6,7.4
118,118,0,1,6,21.04904761904762,3.6,7.4
119,119,0,1,6,22.07,3.6,7.4
120,0,1,1,1,20.9,2.0,8.0
121,1,1,1,1,21.05,2.0,8.0
122,2,1,1,1,21.03,2.0,8.0
123,3,1,1,1,20.96,2.0,8.0
124,4,1,1,1,21.005196078431375,2.0,8.0
125,5,1,1,1,20.59,2.0,8.0
126,6,1,1,1,20.73,2.0,8.0
127,7,1,1,1,21.005196078431375,2.0,8.0
128,8,1,1,1,21.23,2.0,8.0
129,9,1,1,1,21.34,2.0,8.0
130,10,1,1,1,20.8,2.0,8.0
131,11,1,1,1,20.88,2.0,8.0
132,12,1,1,1,21.52,2.0,8.0
133,13,1,1,1,21.005196078431375,2.0,8.0
134,14,1,1,1,20.6,2.0,8.0
135,15,1,1,1,20.8,2.0,8.0
136,16,1,1,1,21.005196078431375,2.0,8.0
137,17,1,1,1,21.09,2.0,8.0
138,18,1,1,1,20.81,2.0,8.0
139,19,1,1,1,20.96,2.0,8.0
140,20,1,1,1,20.53,2.0,8.0
141,21,1,1,1,21.19,2.0,8.0
142,22,1,1,1,20.85,2.0,8.0
143,23,1,1,1,21.01,2.0,8.0
144,24,1,1,1,21.42,2.0,8.0
145,25,1,1,1,20.64,2.0,8.0
146,26,1,1,1,20.4,2.0,8.0
147,27,1,1,1,21.005196078431375,2.0,8.0
148,28,1,1,1,21.58,2.0,8.0
149,29,1,1,1,20.8,2.0,8.0
150,30,1,1,1,21.38,2.0,8.0
151,31,1,1,1,21.31,2.0,8.0
152,32,1,1,1,21.08,2.0,8.0
153,33,1,1,1,21.005196078431375,2.0,8.0
154,34,1,1,1,20.63,2.0,8.0
155,35,1,1,1,21.005196078431375,2.0,8.0
156,36,1,1,1,21.11,2.0,8.0
157,37,1,1,1,21.005196078431375,2.0,8.0
158,38,1,1,1,21.28,2.0,8.0
159,39,1,1,1,20.25,2.0,8.0
160,40,1,1,1,21.26,2.0,8.0
161,41,1,1,1,21.81,2.0,8.0
162,42,1,1,1,20.93,2.0,8.0
163,43,1,1,1,20.67,2.0,8.0
164,44,1,1,1,20.62,2.0,8.0
165,45,1,1,1,21.67,2.0,8.0
166,46,1,1,1,20.96,2.0,8.0
167,47,1,1,1,21.04,2.0,8.0
168,48,1,1,1,20.97,2.0,8.0
169,49,1,1,1,20.77,2.0,8.0
170,50,1,1,1,21.11,2.0,8.0
171,51,1,1,1,21.005196078431375,2.0,8.0
172,52,1,1,1,21.04,2.0,8.0
173,53,1,1,1,21.27,2.0,8.0
174,54,1,1,1,21.15,2.0,8.0
175,55,1,1,1,21.005196078431375,2.0,8.0
176,56,1,1,1,21.005196078431375,2.0,8.0
177,57,1,1,1,20.62,2.0,8.0
178,58,1,1,1,20.65,2.0,8.0
179,59,1,1,1,21.37,2.0,8.0
180,60,1,1,1,20.7,2.0,8.0
181,61,1,1,1,21.005196078431375,2.0,8.0
182,62,1,1,1,21.03,2.0,8.0
183,63,1,1,1,21.005196078431375,2.0,8.0
184,64,1,1,1,21.11,2.0,8.0
185,65,1,1,1,20.88,2.0,8.0
186,66,1,1,1,21.83,2.0,8.0
187,67,1,1,1,20.85,2.0,8.0
188,68,1,1,1,20.95,2.0,8.0
189,69,1,1,1,21.08,2.0,8.0
190,70,1,1,1,21.08,2.0,8.0
191,71,1,1,1,21.1,2.0,8.0
192,72,1,1,1,20.52,2.0,8.0
193,73,1,1,1,21.26,2.0,8.0
194,74,1,1,1,21.74,2.0,8.0
195,75,1,1,1,21.23,2.0,8.0
196,76,1,1,1,20.8,2.0,8.0
197,77,1,1,1,21.38,2.0,8.0
198,78,1,1,1,20.62,2.0,8.0
199,79,1,1,1,20.59,2.0,8.0
200,80,1,1,1,21.23,2.0,8.0
201,81,1,1,1,21.05,2.0,8.0
202,82,1,1,1,21.005196078431375,2.0,8.0
203,83,1,1,1,20.56,2.0,8.0
204,84,1,1,1,21.12,2.0,8.0
205,85,1,1,1,21.48,2.0,8.0
206,86,1,1,1,20.72,2.0,8.0
207,87,1,1,1,20.46,2.0,8.0
208,88,1,1,1,20.88,2.0,8.0
209,89,1,1,1,21.67,2.0,8.0
210,90,1,1,1,20.88,2.0,8.0
211,91,1,1,1,21.005196078431375,2.0,8.0
212,92,1,1,1,20.83,2.0,8.0
213,93,1,1,1,20.61,2.0,8.0
214,94,1,1,1,21.005196078431375,2.0,8.0
215,95,1,1,1,20.88,2.0,8.0
216,96,1,1,1,20.85,2.0,8.0
217,97,1,1,1,20.79,2.0,8.0
218,98,1,1,1,21.28,2.0,8.0
219,99,1,1,1,21.27,2.0,8.0
220,100,1,1,1,21.21,2.0,8.0
221,101,1,1,1,20.99,2.0,8.0
222,102,1,1,1,20.8,2.0,8.0
223,103,1,1,1,21.005196078431375,2.0,8.0
224,104,1,1,1,21.77,2.0,8.0
225,105,1,1,1,20.97,2.0,8.0
226,106,1,1,1,20.92,2.0,8.0
227,107,1,1,1,21.21,2.0,8.0
228,108,1,1,1,20.83,2.0,8.0
229,109,1,1,1,20.98,2.0,8.0
230,110,1,1,1,20.87,2.0,8.0
231,111,1,1,1,21.25,2.0,8.0
232,112,1,1,1,21.83,2.0,8.0
233,113,1,1,1,20.79,2.0,8.0
234,114,1,1,1,20.64,2.0,8.0
235,115,1,1,1,21.11,2.0,8.0
236,116,1,1,1,20.65,2.0,8.0
237,117,1,1,1,20.98,2.0,8.0
238,118,1,1,1,21.005196078431375,2.0,8.0
239,119,1,1,1,20.76,2.0,8.0
240,0,2,1,5,20.44,1.2,7.0
241,1,2,1,5,20.9,1.2,7.0
242,2,2,1,5,20.26,1.2,7.0
243,3,2,1,5,20.09,1.2,7.0
244,4,2,1,5,20.465625,1.2,7.0
245,5,2,1,5,20.99,1.2,7.0
246,6,2,1,5,20.63,1.2,7.0
247,7,2,1,5,20.465625,1.2,7.0
248,8,2,1,5,20.9,1.2,7.0
249,9,2,1,5,20.83,1.2,7.0
250,10,2,1,5,20.29,1.2,7.0
251,11,2,1,5,20.1,1.2,7.0
252,12,2,1,5,20.465625,1.2,7.0
253,13,2,1,5,20.95,1.2,7.0
254,14,2,1,5,20.91,1.2,7.0
255,15,2,1,5,20.41,1.2,7.0
256,16,2,1,5,20.465625,1.2,7.0
257,17,2,1,5,20.97,1.2,7.0
258,18,2,1,5,20.25,1.2,7.0
259,19,2,1,5,20.59,1.2,7.0
260,20,2,1,5,20.11,1.2,7.0
261,21,2,1,5,20.465625,1.2,7.0
262,22,2,1,5,20.465625,1.2,7.0
263,23,2,1,5,20.31,1.2,7.0
264,24,2,1,5,20.28,1.2,7.0
265,25,2,1,5,20.9,1.2,7.0
266,26,2,1,5,20.42,1.2,7.0
267,27,2,1,5,20.01,1.2,7.0
268,28,2,1,5,20.33,1.2,7.0
269,29,2,1,5,20.38,1.2,7.0
270,30,2,1,5,20.465625,1.2,7.0
271,31,2,1,5,20.51,1.2,7.0
272,32,2,1,5,20.4,1.2,7.0
273,33,2,1,5,20.46,1.2,7.0
274,34,2,1,5,20.465625,1.2,7.0
275,35,2,1,5,20.41,1.2,7.0
276,36,2,1,5,20.8,1.2,7.0
277,37,2,1,5,20.24,1.2,7.0
278,38,2,1,5,20.22,1.2,7.0
279,39,2,1,5,20.36,1.2,7.0
280,40,2,1,5,20.49,1.2,7.0
281,41,2,1,5,20.93,1.2,7.0
282,42,2,1,5,20.61,1.2,7.0
283,43,2,1,5,20.46,1.2,7.0
284,44,2,1,5,20.53,1.2,7.0
285,45,2,1,5,20.465625,1.2,7.0
286,46,2,1,5,20.28,1.2,7.0
287,47,2,1,5,20.36,1.2,7.0
288,48,2,1,5,20.465625,1.2,7.0
289,49,2,1,5,20.39,1.2,7.0
290,50,2,1,5,20.53,1.2,7.0
291,51,2,1,5,20.57,1.2,7.0
292,52,2,1,5,20.465625,1.2,7.0
293,53,2,1,5,20.81,1.2,7.0
294,54,2,1,5,20.65,1.2,7.0
295,55,2,1,5,20.465625,1.2,7.0
296,56,2,1,5,20.465625,1.2,7.0
297,57,2,1,5,20.465625,1.2,7.0
298,58,2,1,5,20.82,1.2,7.0
299,59,2,1,5,20.26,1.2,7.0
300,60,2,1,5,20.94,1.2,7.0
301,61,2,1,5,20.465625,1.2,7.0
302,62,2,1,5,20.17,1.2,7.0
303,63,2,1,5,20.58,1.2,7.0
304,64,2,1,5,20.07,1.2,7.0
305,65,2,1,5,20.89,1.2,7.0
306,66,2,1,5,20.07,1.2,7.0
307,67,2,1,5,20.465625,1.2,7.0
308,68,2,1,5,20.465625,1.2,7.0
309,69,2,1,5,20.17,1.2,7.0
310,70,2,1,5,20.81,1.2,7.0
311,71,2,1,5,20.94,1.2,7.0
312,72,2,1,5,20.4,1.2,7.0
313,73,2,1,5,20.18,1.2,7.0
314,74,2,1,5,20.465625,1.2,7.0
315,75,2,1,5,20.91,1.2,7.0
316,76,2,1,5,20.03,1.2,7.0
317,77,2,1,5,20.93,1.2,7.0
318,78,2,1,5,20.87,1.2,7.0
319,79,2,1,5,20.13,1.2,7.0
320,80,2,1,5,20.29,1.2,7.0
321,81,2,1,5,20.465625,1.2,7.0
322,82,2,1,5,20.465625,1.2,7.0
323,83,2,1,5,20.16,1.2,7.0
324,84,2,1,5,20.65,1.2,7.0
325,85,2,1,5,20.465625,1.2,7.0
326,86,2,1,5,20.05,1.2,7.0
327,87,2,1,5,20.61,1.2,7.0
328,88,2,1,5,20.22,1.2,7.0
329,89,2,1,5,20.64,1.2,7.0
330,90,2,1,5,20.8,1.2,7.0
331,91,2,1,5,20.06,1.2,7.0
332,92,2,1,5,20.18,1.2,7.0
333,93,2,1,5,20.04,1.2,7.0
334,94,2,1,5,20.03,1.2,7.0
335,95,2,1,5,20.19,1.2,7.0
336,96,2,1,5,20.87,1.2,7.0
337,97,2,1,5,20.12,1.2,7.0
338,98,2,1,5,20.48,1.2,7.0
339,99,2,1,5,20.42,1.2,7.0
340,100,2,1,5,20.98,1.2,7.0
341,101,2,1,5,20.07,1.2,7.0
342,102,2,1,5,20.19,1.2,7.0
343,103,2,1,5,20.48,1.2,7.0
344,104,2,1,5,21.0,1.2,7.0
345,105,2,1,5,20.465625,1.2,7.0
346,106,2,1,5,20.08,1.2,7.0
347,107,2,1,5,20.25,1.2,7.0
348,108,2,1,5,20.71,1.2,7.0
349,109,2,1,5,20.52,1.2,7.0
350,110,2,1,5,20.19,1.2,7.0
351,111,2,1,5,20.65,1.2,7.0
352,112,2,1,5,20.26,1.2,7.0
353,113,2,1,5,20.44,1.2,7.0
354,114,2,1,5,20.01,1.2,7.0
355,115,2,1,5,20.62,1.2,7.0
356,116,2,1,5,20.24,1.2,7.0
357,117,2,1,5,20.465625,1.2,7.0
358,118,2,1,5,20.77,1.2,7.0
359,119,2,1,5,20.465625,1.2,7.0
360,0,3,1,2,21.05,2.8,7.6
361,1,3,1,2,22.55,2.8,7.6
362,2,3,1,2,21.16,2.8,7.6
363,3,3,1,2,22.96,2.8,7.6
364,4,3,1,2,22.1,2.8,7.6
365,5,3,1,2,22.26,2.8,7.6
366,6,3,1,2,21.13,2.8,7.6
367,7,3,1,2,22.47,2.8,7.6
368,8,3,1,2,22.69,2.8,7.6
369,9,3,1,2,22.03,2.8,7.6
370,10,3,1,2,21.57,2.8,7.6
371,11,3,1,2,22.74,2.8,7.6
372,12,3,1,2,22.1,2.8,7.6
373,13,3,1,2,21.18,2.8,7.6
374,14,3,1,2,22.81,2.8,7.6
375,15,3,1,2,21.42,2.8,7.6
376,16,3,1,2,22.43,2.8,7.6
377,17,3,1,2,22.05,2.8,7.6
378,18,3,1,2,22.02,2.8,7.6
379,19,3,1,2,21.5,2.8,7.6
380,20,3,1,2,22.1,2.8,7.6
381,21,3,1,2,22.4,2.8,7.6
382,22,3,1,2,22.63,2.8,7.6
383,23,3,1,2,22.66,2.8,7.6
384,24,3,1,2,21.19,2.8,7.6
385,25,3,1,2,21.51,2.8,7.6
386,26,3,1,2,22.19,2.8,7.6
387,27,3,1,2,22.34,2.8,7.6
388,28,3,1,2,21.75,2.8,7.6
389,29,3,1,2,22.17,2.8,7.6
390,30,3,1,2,22.01,2.8,7.6
391,31,3,1,2,22.94,2.8,7.6
392,32,3,1,2,22.06,2.8,7.6
393,33,3,1,2,21.54,2.8,7.6
394,34,3,1,2,22.53,2.8,7.6
395,35,3,1,2,21.66,2.8,7.6
396,36,3,1,2,21.62,2.8,7.6
397,37,3,1,2,22.6,2.8,7.6
398,38,3,1,2,22.88,2.8,7.6
399,39,3,1,2,22.32,2.8,7.6
400,40,3,1,2,20.48,2.8,7.6
401,41,3,1,2,22.74,2.8,7.6
402,42,3,1,2,22.35,2.8,7.6
403,43,3,1,2,21.25,2.8,7.6
404,44,3,1,2,21.34,2.8,7.6
405,45,3,1,2,20.74,2.8,7.6
406,46,3,1,2,21.44,2.8,7.6
407,47,3,1,2,22.7,2.8,7.6
408,48,3,1,2,22.38,2.8,7.6
409,49,3,1,2,22.85,2.8,7.6
410,50,3,1,2,22.97,2.8,7.6
411,51,3,1,2,22.72,2.8,7.6
412,52,3,1,2,21.79,2.8,7.6
413,53,3,1,2,22.81,2.8,7.6
414,54,3,1,2,22.94,2.8,7.6
415,55,3,1,2,22.69,2.8,7.6
416,56,3,1,2,21.05,2.8,7.6
417,57,3,1,2,22.2,2.8,7.6
418,58,3,1,2,22.11,2.8,7.6
419,59,3,1,2,22.63,2.8,7.6
420,60,3,1,2,20.28,2.8,7.6
421,61,3,1,2,22.93,2.8,7.6
422,62,3,1,2,22.9,2.8,7.6
423,63,3,1,2,22.29,2.8,7.6
424,64,3,1,2,21.81,2.8,7.6
425,65,3,1,2,22.68,2.8,7.6
426,66,3,1,2,22.07,2.8,7.6
427,67,3,1,2,22.08,2.8,7.6
428,68,3,1,2,21.22,2.8,7.6
429,69,3,1,2,21.46,2.8,7.6
430,70,3,1,2,21.09,2.8,7.6
431,71,3,1,2,22.31,2.8,7.6
432,72,3,1,2,22.34,2.8,7.6
433,73,3,1,2,22.33,2.8,7.6
434,74,3,1,2,22.81,2.8,7.6
435,75,3,1,2,21.47,2.8,7.6
436,76,3,1,2,22.34,2.8,7.6
437,77,3,1,2,22.53,2.8,7.6
438,78,3,1,2,22.82,2.8,7.6
439,79,3,1,2,21.75,2.8,7.6
440,80,3,1,2,20.27,2.8,7.6
441,81,3,1,2,20.88,2.8,7.6
442,82,3,1,2,21.82,2.8,7.6
443,83,3,1,2,22.62,2.8,7.6
444,84,3,1,2,22.12,2.8,7.6
445,85,3,1,2,22.69,2.8,7.6
446,86,3,1,2,21.25,2.8,7.6
447,87,3,1,2,22.56,2.8,7.6
448,88,3,1,2,22.06,2.8,7.6
449,89,3,1,2,22.6,2.8,7.6
450,90,3,1,2,22.48,2.8,7.6
451,91,3,1,2,22.49,2.8,7.6
452,92,3,1,2,21.6,2.8,7.6
453,93,3,1,2,20.94,2.8,7.6
454,94,3,1,2,22.31,2.8,7.6
455,95,3,1,2,22.22,2.8,7.6
456,96,3,1,2,22.07,2.8,7.6
457,97,3,1,2,22.26,2.8,7.6
458,98,3,1,2,22.61,2.8,7.6
459,99,3,1,2,22.99,2.8,7.6
460,100,3,1,2,22.76,2.8,7.6
461,101,3,1,2,22.59,2.8,7.6
462,102,3,1,2,22.48,2.8,7.6
463,103,3,1,2,22.88,2.8,7.6
464,104,3,1,2,21.65,2.8,7.6
465,105,3,1,2,22.89,2.8,7.6
466,106,3,1,2,22.55,2.8,7.6
467,107,3,1,2,22.71,2.8,7.6
468,108,3,1,2,21.03,2.8,7.6
469,109,3,1,2,21.95,2.8,7.6
470,110,3,1,2,22.59,2.8,7.6
471,111,3,1,2,22.73,2.8,7.6
472,112,3,1,2,22.98,2.8,7.6
473,113,3,1,2,22.51,2.8,7.6
474,114,3,1,2,21.03,2.8,7.6
475,115,3,1,2,21.94,2.8,7.6
476,116,3,1,2,21.48,2.8,7.6
477,117,3,1,2,22.34,2.8,7.6
478,118,3,1,2,22.24,2.8,7.6
479,119,3,1,2,21.41,2.8,7.6
480,0,4,1,5,20.987350427350425,1.2,5.5
481,1,4,1,5,21.3,1.2,5.5
482,2,4,1,5,21.22,1.2,5.5
483,3,4,1,5,21.51,1.2,5.5
484,4,4,1,5,20.67,1.2,5.5
485,5,4,1,5,20.75,1.2,5.5
486,6,4,1,5,20.94,1.2,5.5
487,7,4,1,5,20.86,1.2,5.5
488,8,4,1,5,21.14,1.2,5.5
489,9,4,1,5,20.61,1.2,5.5
490,10,4,1,5,21.01,1.2,5.5
491,11,4,1,5,20.987350427350425,1.2,5.5
492,12,4,1,5,21.09,1.2,5.5
493,13,4,1,5,21.23,1.2,5.5
494,14,4,1,5,21.11,1.2,5.5
495,15,4,1,5,20.76,1.2,5.5
496,16,4,1,5,21.17,1.2,5.5
497,17,4,1,5,20.82,1.2,5.5
498,18,4,1,5,21.4,1.2,5.5
499,19,4,1,5,20.8,1.2,5.5
500,20,4,1,5,20.94,1.2,5.5
501,21,4,1,5,20.92,1.2,5.5
502,22,4,1,5,21.68,1.2,5.5
503,23,4,1,5,21.25,1.2,5.5
504,24,4,1,5,21.49,1.2,5.5
505,25,4,1,5,21.05,1.2,5.5
506,26,4,1,5,21.05,1.2,5.5
507,27,4,1,5,20.51,1.2,5.5
508,28,4,1,5,20.59,1.2,5.5
509,29,4,1,5,21.01,1.2,5.5
510,30,4,1,5,20.48,1.2,5.5
511,31,4,1,5,20.92,1.2,5.5
512,32,4,1,5,20.75,1.2,5.5
513,33,4,1,5,21.2,1.2,5.5
514,34,4,1,5,20.85,1.2,5.5
515,35,4,1,5,21.16,1.2,5.5
516,36,4,1,5,21.15,1.2,5.5
517,37,4,1,5,20.81,1.2,5.5
518,38,4,1,5,20.65,1.2,5.5
519,39,4,1,5,20.8,1.2,5.5
520,40,4,1,5,21.4,1.2,5.5
521,41,4,1,5,20.95,1.2,5.5
522,42,4,1,5,20.97,1.2,5.5
523,43,4,1,5,20.7,1.2,5.5
524,44,4,1,5,20.62,1.2,5.5
525,45,4,1,5,20.56,1.2,5.5
526,46,4,1,5,20.49,1.2,5.5
527,47,4,1,5,20.65,1.2,5.5
528,48,4,1,5,20.83,1.2,5.5
529,49,4,1,5,20.82,1.2,5.5
530,50,4,1,5,20.86,1.2,5.5
531,51,4,1,5,20.6,1.2,5.5
532,52,4,1,5,21.5,1.2,5.5
533,53,4,1,5,21.23,1.2,5.5
534,54,4,1,5,20.91,1.2,5.5
535,55,4,1,5,21.25,1.2,5.5
536,56,4,1,5,21.1,1.2,5.5
537,57,4,1,5,21.48,1.2,5.5
538,58,4,1,5,21.06,1.2,5.5
539,59,4,1,5,20.6,1.2,5.5
540,60,4,1,5,21.3,1.2,5.5
541,61,4,1,5,20.76,1.2,5.5
542,62,4,1,5,21.29,1.2,5.5
543,63,4,1,5,21.07,1.2,5.5
544,64,4,1,5,20.72,1.2,5.5
545,65,4,1,5,20.49,1.2,5.5
546,66,4,1,5,20.54,1.2,5.5
547,67,4,1,5,21.02,1.2,5.5
548,68,4,1,5,20.75,1.2,5.5
549,69,4,1,5,20.87,1.2,5.5
550,70,4,1,5,20.81,1.2,5.5
551,71,4,1,5,21.87,1.2,5.5
552,72,4,1,5,21.07,1.2,5.5
553,73,4,1,5,21.08,1.2,5.5
554,74,4,1,5,20.987350427350425,1.2,5.5
555,75,4,1,5,20.47,1.2,5.5
556,76,4,1,5,20.94,1.2,5.5
557,77,4,1,5,20.64,1.2,5.5
558,78,4,1,5,21.41,1.2,5.5
559,79,4,1,5,21.64,1.2,5.5
560,80,4,1,5,21.07,1.2,5.5
561,81,4,1,5,20.58,1.2,5.5
562,82,4,1,5,21.25,1.2,5.5
563,83,4,1,5,21.51,1.2,5.5
564,84,4,1,5,20.8,1.2,5.5
565,85,4,1,5,21.92,1.2,5.5
566,86,4,1,5,20.8,1.2,5.5
567,87,4,1,5,20.85,1.2,5.5
568,88,4,1,5,20.5,1.2,5.5
569,89,4,1,5,21.11,1.2,5.5
570,90,4,1,5,20.48,1.2,5.5
571,91,4,1,5,20.66,1.2,5.5
572,92,4,1,5,21.02,1.2,5.5
573,93,4,1,5,21.28,1.2,5.5
574,94,4,1,5,21.35,1.2,5.5
575,95,4,1,5,20.85,1.2,5.5
576,96,4,1,5,20.57,1.2,5.5
577,97,4,1,5,20.87,1.2,5.5
578,98,4,1,5,21.06,1.2,5.5
579,99,4,1,5,21.73,1.2,5.5
580,100,4,1,5,20.86,1.2,5.5
581,101,4,1,5,21.39,1.2,5.5
582,102,4,1,5,20.95,1.2,5.5
583,103,4,1,5,21.59,1.2,5.5
584,104,4,1,5,20.71,1.2,5.5
585,105,4,1,5,21.73,1.2,5.5
586,106,4,1,5,20.4,1.2,5.5
587,107,4,1,5,20.96,1.2,5.5
588,108,4,1,5,20.58,1.2,5.5
589,109,4,1,5,20.77,1.2,5.5
590,110,4,1,5,20.74,1.2,5.5
591,111,4,1,5,20.67,1.2,5.5
592,112,4,1,5,21.46,1.2,5.5
593,113,4,1,5,21.03,1.2,5.5
594,114,4,1,5,21.13,1.2,5.5
595,115,4,1,5,20.9,1.2,5.5
596,116,4,1,5,21.22,1.2,5.5
597,117,4,1,5,20.57,1.2,5.5
598,118,4,1,5,20.91,1.2,5.5
599,119,4,1,5,21.72,1.2,5.5
600,0,5,1,1,20.89,2.0,7.6
601,1,5,1,1,20.97,2.0,7.6
602,2,5,1,1,20.29,2.0,7.6
603,3,5,1,1,20.83,2.0,7.6
604,4,5,1,1,20.07,2.0,7.6
605,5,5,1,1,20.24,2.0,7.6
606,6,5,1,1,20.15,2.0,7.6
607,7,5,1,1,20.35,2.0,7.6
608,8,5,1,1,20.63,2.0,7.6
609,9,5,1,1,20.49,2.0,7.6
610,10,5,1,1,20.69,2.0,7.6
611,11,5,1,1,20.86,2.0,7.6
612,12,5,1,1,20.44,2.0,7.6
613,13,5,1,1,20.66,2.0,7.6
614,14,5,1,1,20.94,2.0,7.6
615,15,5,1,1,20.05,2.0,7.6
616,16,5,1,1,20.06,2.0,7.6
617,17,5,1,1,20.59,2.0,7.6
618,18,5,1,1,20.51,2.0,7.6
619,19,5,1,1,20.21,2.0,7.6
620,20,5,1,1,20.45,2.0,7.6
621,21,5,1,1,20.03,2.0,7.6
622,22,5,1,1,20.53,2.0,7.6
623,23,5,1,1,20.55,2.0,7.6
624,24,5,1,1,20.05,2.0,7.6
625,25,5,1,1,20.31,2.0,7.6
