timestamp,id,area,subarea,temperature,longitude,latitude
1,1,1,1,21.05,2,8
2,1,1,1,21.03,2,8
3,1,1,1,20.96,2,8
4,1,1,1,nan,2,8
5,1,1,1,20.59,2,8
6,1,1,1,20.73,2,8
7,1,1,1,nan,2,8
8,1,1,1,21.23,2,8
9,1,1,1,21.34,2,8
10,1,1,1,20.8,2,8
11,1,1,1,20.88,2,8
12,1,1,1,21.52,2,8
13,1,1,1,nan,2,8
14,1,1,1,20.6,2,8
15,1,1,1,20.8,2,8
16,1,1,1,nan,2,8
17,1,1,1,21.09,2,8
18,1,1,1,20.81,2,8
19,1,1,1,20.96,2,8
20,1,1,1,20.53,2,8
21,1,1,1,21.19,2,8
22,1,1,1,20.85,2,8
23,1,1,1,21.01,2,8
24,1,1,1,21.42,2,8
25,1,1,1,20.64,2,8
26,1,1,1,20.4,2,8
27,1,1,1,nan,2,8
28,1,1,1,21.58,2,8
29,1,1,1,20.8,2,8
30,1,1,1,21.38,2,8
31,1,1,1,21.31,2,8
32,1,1,1,21.08,2,8
33,1,1,1,nan,2,8
34,1,1,1,20.63,2,8
35,1,1,1,nan,2,8
36,1,1,1,21.11,2,8
37,1,1,1,nan,2,8
38,1,1,1,21.28,2,8
39,1,1,1,20.25,2,8
40,1,1,1,21.26,2,8
41,1,1,1,21.81,2,8
42,1,1,1,20.93,2,8
43,1,1,1,20.67,2,8
44,1,1,1,20.62,2,8
45,1,1,1,21.67,2,8
46,1,1,1,20.96,2,8
47,1,1,1,21.04,2,8
48,1,1,1,20.97,2,8
49,1,1,1,20.77,2,8
50,1,1,1,21.11,2,8
51,1,1,1,nan,2,8
52,1,1,1,21.04,2,8
53,1,1,1,21.27,2,8
54,1,1,1,21.15,2,8
55,1,1,1,nan,2,8
56,1,1,1,nan,2,8
57,1,1,1,20.62,2,8
58,1,1,1,20.65,2,8
59,1,1,1,21.37,2,8
60,1,1,1,20.7,2,8
61,1,1,1,nan,2,8
62,1,1,1,21.03,2,8
63,1,1,1,nan,2,8
64,1,1,1,21.11,2,8
65,1,1,1,20.88,2,8
66,1,1,1,21.83,2,8
67,1,1,1,20.85,2,8
68,1,1,1,20.95,2,8
69,1,1,1,21.08,2,8
70,1,1,1,21.08,2,8
71,1,1,1,21.1,2,8
72,1,1,1,20.52,2,8
73,1,1,1,21.26,2,8
74,1,1,1,21.74,2,8
75,1,1,1,21.23,2,8
76,1,1,1,20.8,2,8
77,1,1,1,21.38,2,8
78,1,1,1,20.62,2,8
79,1,1,1,20.59,2,8
80,1,1,1,21.23,2,8
81,1,1,1,21.05,2,8
82,1,1,1,nan,2,8
83,1,1,1,20.56,2,8
84,1,1,1,21.12,2,8
85,1,1,1,21.48,2,8
86,1,1,1,20.72,2,8
87,1,1,1,20.46,2,8
88,1,1,1,20.88,2,8
89,1,1,1,21.67,2,8
90,1,1,1,20.88,2,8
91,1,1,1,nan,2,8
92,1,1,1,20.83,2,8
93,1,1,1,20.61,2,8
94,1,1,1,nan,2,8
95,1,1,1,20.88,2,8
96,1,1,1,20.85,2,8
97,1,1,1,20.79,2,8
98,1,1,1,21.28,2,8
99,1,1,1,21.27,2,8
100,1,1,1,21.21,2,8
101,1,1,1,20.99,2,8
102,1,1,1,20.8,2,8
103,1,1,1,nan,2,8
104,1,1,1,21.77,2,8
105,1,1,1,20.97,2,8
106,1,1,1,20.92,2,8
107,1,1,1,21.21,2,8
108,1,1,1,20.83,2,8
109,1,1,1,20.98,2,8
110,1,1,1,20.87,2,8
111,1,1,1,21.25,2,8
112,1,1,1,21.83,2,8
113,1,1,1,20.79,2,8
114,1,1,1,20.64,2,8
115,1,1,1,21.11,2,8
116,1,1,1,20.65,2,8
117,1,1,1,20.98,2,8
118,1,1,1,nan,2,8
119,1,1,1,20.76,2,8
0,2,1,5,20.44,1.2,7
1,2,1,5,20.9,1.2,7
2,2,1,5,20.26,1.2,7
3,2,1,5,20.09,1.2,7
4,2,1,5,nan,1.2,7
5,2,1,5,20.99,1.2,7
6,2,1,5,20.63,1.2,7
7,2,1,5,nan,1.2,7
8,2,1,5,20.9,1.2,7
9,2,1,5,20.83,1.2,7
10,2,1,5,20.29,1.2,7
11,2,1,5,20.1,1.2,7
12,2,1,5,nan,1.2,7
13,2,1,5,20.95,1.2,7
14,2,1,5,20.91,1.2,7
15,2,1,5,20.41,1.2,7
16,2,1,5,nan,1.2,7
17,2,1,5,20.97,1.2,7
18,2,1,5,20.25,1.2,7
19,2,1,5,20.59,1.2,7
20,2,1,5,20.11,1.2,7
21,2,1,5,nan,1.2,7
22,2,1,5,nan,1.2,7
23,2,1,5,20.31,1.2,7
24,2,1,5,20.28,1.2,7
25,2,1,5,20.9,1.2,7
26,2,1,5,20.42,1.2,7
27,2,1,5,20.01,1.2,7
28,2,1,5,20.33,1.2,7
29,2,1,5,20.38,1.2,7
30,2,1,5,nan,1.2,7
31,2,1,5,20.51,1.2,7
32,2,1,5,20.4,1.2,7
33,2,1,5,20.46,1.2,7
34,2,1,5,nan,1.2,7
35,2,1,5,20.41,1.2,7
36,2,1,5,20.8,1.2,7
37,2,1,5,20.24,1.2,7
38,2,1,5,20.22,1.2,7
39,2,1,5,20.36,1.2,7
40,2,1,5,20.49,1.2,7
41,2,1,5,20.93,1.2,7
42,2,1,5,20.61,1.2,7
43,2,1,5,20.46,1.2,7
44,2,1,5,20.53,1.2,7
45,2,1,5,nan,1.2,7
46,2,1,5,20.28,1.2,7
47,2,1,5,20.36,1.2,7
48,2,1,5,nan,1.2,7
49,2,1,5,20.39,1.2,7
50,2,1,5,20.53,1.2,7
51,2,1,5,20.57,1.2,7
52,2,1,5,nan,1.2,7
53,2,1,5,20.81,1.2,7
54,2,1,5,20.65,1.2,7
55,2,1,5,nan,1.2,7
56,2,1,5,nan,1.2,7
57,2,1,5,nan,1.2,7
58,2,1,5,20.82,1.2,7
59,2,1,5,20.26,1.2,7
60,2,1,5,20.94,1.2,7
61,2,1,5,nan,1.2,7
62,2,1,5,20.17,1.2,7
63,2,1,5,20.58,1.2,7
64,2,1,5,20.07,1.2,7
65,2,1,5,20.89,1.2,7
66,2,1,5,20.07,1.2,7
67,2,1,5,nan,1.2,7
68,2,1,5,nan,1.2,7
69,2,1,5,20.17,1.2,7
70,2,1,5,20.81,1.2,7
71,2,1,5,20.94,1.2,7
72,2,1,5,20.4,1.2,7
73,2,1,5,20.18,1.2,7
74,2,1,5,nan,1.2,7
75,2,1,5,20.91,1.2,7
76,2,1,5,20.03,1.2,7
77,2,1,5,20.93,1.2,7
78,2,1,5,20.87,1.2,7
79,2,1,5,20.13,1.2,7
80,2,1,5,20.29,1.2,7
81,2,1,5,nan,1.2,7
82,2,1,5,nan,1.2,7
83,2,1,5,20.16,1.2,7
84,2,1,5,20.65,1.2,7
85,2,1,5,nan,1.2,7
86,2,1,5,20.05,1.2,7
87,2,1,5,20.61,1.2,7
88,2,1,5,20.22,1.2,7
89,2,1,5,20.64,1.2,7
90,2,1,5,20.8,1.2,7
91,2,1,5,20.06,1.2,7
92,2,1,5,20.18,1.2,7
93,2,1,5,20.04,1.2,7
94,2,1,5,20.03,1.2,7
95,2,1,5,20.19,1.2,7
96,2,1,5,20.87,1.2,7
97,2,1,5,20.12,1.2,7
98,2,1,5,20.48,1.2,7
99,2,1,5,20.42,1.2,7
100,2,1,5,20.98,1.2,7
101,2,1,5,20.07,1.2,7
102,2,1,5,20.19,1.2,7
103,2,1,5,20.48,1.2,7
104,2,1,5,21,1.2,7
105,2,1,5,nan,1.2,7
106,2,1,5,20.08,1.2,7
107,2,1,5,20.25,1.2,7
108,2,1,5,20.71,1.2,7
109,2,1,5,20.52,1.2,7
110,2,1,5,20.19,1.2,7
111,2,1,5,20.65,1.2,7
112,2,1,5,20.26,1.2,7
113,2,1,5,20.44,1.2,7
114,2,1,5,20.01,1.2,7
115,2,1,5,20.62,1.2,7
116,2,1,5,20.24,1.2,7
117,2,1,5,nan,1.2,7
118,2,1,5,20.77,1.2,7
119,2,1,5,nan,1.2,7
0,3,1,2,21.05,2.8,7.6
1,3,1,2,22.55,2.8,7.6
2,3,1,2,21.16,2.8,7.6
3,3,1,2,22.96,2.8,7.6
4,3,1,2,22.1,2.8,7.6
5,3,1,2,22.26,2.8,7.6
6,3,1,2,21.13,2.8,7.6
7,3,1,2,22.47,2.8,7.6
8,3,1,2,22.69,2.8,7.6
9,3,1,2,22.03,2.8,7.6
10,3,1,2,21.57,2.8,7.6
11,3,1,2,22.74,2.8,7.6
12,3,1,2,22.1,2.8,7.6
13,3,1,2,21.18,2.8,7.6
14,3,1,2,22.81,2.8,7.6
15,3,1,2,21.42,2.8,7.6
16,3,1,2,22.43,2.8,7.6
17,3,1,2,22.05,2.8,7.6
18,3,1,2,22.02,2.8,7.6
19,3,1,2,21.5,2.8,7.6
20,3,1,2,22.1,2.8,7.6
21,3,1,2,22.4,2.8,7.6
22,3,1,2,22.63,2.8,7.6
23,3,1,2,22.66,2.8,7.6
24,3,1,2,21.19,2.8,7.6
25,3,1,2,21.51,2.8,7.6
26,3,1,2,22.19,2.8,7.6
27,3,1,2,22.34,2.8,7.6
28,3,1,2,21.75,2.8,7.6
29,3,1,2,22.17,2.8,7.6
30,3,1,2,22.01,2.8,7.6
31,3,1,2,22.94,2.8,7.6
32,3,1,2,22.06,2.8,7.6
33,3,1,2,21.54,2.8,7.6
34,3,1,2,22.53,2.8,7.6
35,3,1,2,21.66,2.8,7.6
36,3,1,2,21.62,2.8,7.6
37,3,1,2,22.6,2.8,7.6
38,3,1,2,22.88,2.8,7.6
39,3,1,2,22.32,2.8,7.6
40,3,1,2,20.48,2.8,7.6
41,3,1,2,22.74,2.8,7.6
42,3,1,2,22.35,2.8,7.6
43,3,1,2,21.25,2.8,7.6
44,3,1,2,21.34,2.8,7.6
45,3,1,2,20.74,2.8,7.6
46,3,1,2,21.44,2.8,7.6
47,3,1,2,22.7,2.8,7.6
48,3,1,2,22.38,2.8,7.6
49,3,1,2,22.85,2.8,7.6
50,3,1,2,22.97,2.8,7.6
51,3,1,2,22.72,2.8,7.6
52,3,1,2,21.79,2.8,7.6
53,3,1,2,22.81,2.8,7.6
54,3,1,2,22.94,2.8,7.6
55,3,1,2,22.69,2.8,7.6
56,3,1,2,21.05,2.8,7.6
57,3,1,2,22.2,2.8,7.6
58,3,1,2,22.11,2.8,7.6
59,3,1,2,22.63,2.8,7.6
60,3,1,2,20.28,2.8,7.6
61,3,1,2,22.93,2.8,7.6
62,3,1,2,22.9,2.8,7.6
63,3,1,2,22.29,2.8,7.6
64,3,1,2,21.81,2.8,7.6
65,3,1,2,22.68,2.8,7.6
66,3,1,2,22.07,2.8,7.6
67,3,1,2,22.08,2.8,7.6
68,3,1,2,21.22,2.8,7.6
69,3,1,2,21.46,2.8,7.6
70,3,1,2,21.09,2.8,7.6
71,3,1,2,22.31,2.8,7.6
72,3,1,2,22.34,2.8,7.6
73,3,1,2,22.33,2.8,7.6
74,3,1,2,22.81,2.8,7.6
75,3,1,2,21.47,2.8,7.6
76,3,1,2,22.34,2.8,7.6
77,3,1,2,22.53,2.8,7.6
78,3,1,2,22.82,2.8,7.6
79,3,1,2,21.75,2.8,7.6
80,3,1,2,20.27,2.8,7.6
81,3,1,2,20.88,2.8,7.6
82,3,1,2,21.82,2.8,7.6
83,3,1,2,22.62,2.8,7.6
84,3,1,2,22.12,2.8,7.6
85,3,1,2,22.69,2.8,7.6
86,3,1,2,21.25,2.8,7.6
87,3,1,2,22.56,2.8,7.6
88,3,1,2,22.06,2.8,7.6
89,3,1,2,22.6,2.8,7.6
90,3,1,2,22.48,2.8,7.6
91,3,1,2,22.49,2.8,7.6
92,3,1,2,21.6,2.8,7.6
93,3,1,2,20.94,2.8,7.6
94,3,1,2,22.31,2.8,7.6
95,3,1,2,22.22,2.8,7.6
96,3,1,2,22.07,2.8,7.6
97,3,1,2,22.26,2.8,7.6
98,3,1,2,22.61,2.8,7.6
99,3,1,2,22.99,2.8,7.6
100,3,1,2,22.76,2.8,7.6
101,3,1,2,22.59,2.8,7.6
102,3,1,2,22.48,2.8,7.6
103,3,1,2,22.88,2.8,7.6
104,3,1,2,21.65,2.8,7.6
105,3,1,2,22.89,2.8,7.6
106,3,1,2,22.55,2.8,7.6
107,3,1,2,22.71,2.8,7.6
108,3,1,2,21.03,2.8,7.6
109,3,1,2,21.95,2.8,7.6
110,3,1,2,22.59,2.8,7.6
111,3,1,2,22.73,2.8,7.6
112,3,1,2,22.98,2.8,7.6
113,3,1,2,22.51,2.8,7.6
114,3,1,2,21.03,2.8,7.6
115,3,1,2,21.94,2.8,7.6
116,3,1,2,21.48,2.8,7.6
117,3,1,2,22.34,2.8,7.6
118,3,1,2,22.24,2.8,7.6
119,3,1,2,21.41,2.8,7.6
0,4,1,5,nan,1.2,5.5
1,4,1,5,21.3,1.2,5.5
2,4,1,5,21.22,1.2,5.5
3,4,1,5,21.51,1.2,5.5
4,4,1,5,20.67,1.2,5.5
5,4,1,5,20.75,1.2,5.5
6,4,1,5,20.94,1.2,5.5
7,4,1,5,20.86,1.2,5.5
8,4,1,5,21.14,1.2,5.5
9,4,1,5,20.61,1.2,5.5
10,4,1,5,21.01,1.2,5.5
11,4,1,5,nan,1.2,5.5
12,4,1,5,21.09,1.2,5.5
13,4,1,5,21.23,1.2,5.5
14,4,1,5,21.11,1.2,5.5
15,4,1,5,20.76,1.2,5.5
16,4,1,5,21.17,1.2,5.5
17,4,1,5,20.82,1.2,5.5
18,4,1,5,21.4,1.2,5.5
19,4,1,5,20.8,1.2,5.5
20,4,1,5,20.94,1.2,5.5
21,4,1,5,20.92,1.2,5.5
22,4,1,5,21.68,1.2,5.5
23,4,1,5,21.25,1.2,5.5
24,4,1,5,21.49,1.2,5.5
25,4,1,5,21.05,1.2,5.5
26,4,1,5,21.05,1.2,5.5
27,4,1,5,20.51,1.2,5.5
28,4,1,5,20.59,1.2,5.5
29,4,1,5,21.01,1.2,5.5
30,4,1,5,20.48,1.2,5.5
31,4,1,5,20.92,1.2,5.5
32,4,1,5,20.75,1.2,5.5
33,4,1,5,21.2,1.2,5.5
34,4,1,5,20.85,1.2,5.5
35,4,1,5,21.16,1.2,5.5
36,4,1,5,21.15,1.2,5.5
37,4,1,5,20.81,1.2,5.5
38,4,1,5,20.65,1.2,5.5
39,4,1,5,20.8,1.2,5.5
40,4,1,5,21.4,1.2,5.5
41,4,1,5,20.95,1.2,5.5
42,4,1,5,20.97,1.2,5.5
43,4,1,5,20.7,1.2,5.5
44,4,1,5,20.62,1.2,5.5
45,4,1,5,20.56,1.2,5.5
46,4,1,5,20.49,1.2,5.5
47,4,1,5,20.65,1.2,5.5
48,4,1,5,20.83,1.2,5.5
49,4,1,5,20.82,1.2,5.5
50,4,1,5,20.86,1.2,5.5
51,4,1,5,20.6,1.2,5.5
52,4,1,5,21.5,1.2,5.5
53,4,1,5,21.23,1.2,5.5
54,4,1,5,20.91,1.2,5.5
55,4,1,5,21.25,1.2,5.5
56,4,1,5,21.1,1.2,5.5
57,4,1,5,21.48,1.2,5.5
58,4,1,5,21.06,1.2,5.5
59,4,1,5,20.6,1.2,5.5
60,4,1,5,21.3,1.2,5.5
61,4,1,5,20.76,1.2,5.5
62,4,1,5,21.29,1.2,5.5
63,4,1,5,21.07,1.2,5.5
64,4,1,5,20.72,1.2,5.5
65,4,1,5,20.49,1.2,5.5
66,4,1,5,20.54,1.2,5.5
67,4,1,5,21.02,1.2,5.5
68,4,1,5,20.75,1.2,5.5
69,4,1,5,20.87,1.2,5.5
70,4,1,5,20.81,1.2,5.5
71,4,1,5,21.87,1.2,5.5
72,4,1,5,21.07,1.2,5.5
73,4,1,5,21.08,1.2,5.5
74,4,1,5,nan,1.2,5.5
75,4,1,5,20.47,1.2,5.5
76,4,1,5,20.94,1.2,5.5
77,4,1,5,20.64,1.2,5.5
78,4,1,5,21.41,1.2,5.5
79,4,1,5,21.64,1.2,5.5
80,4,1,5,21.07,1.2,5.5
81,4,1,5,20.58,1.2,5.5
82,4,1,5,21.25,1.2,5.5
83,4,1,5,21.51,1.2,5.5
84,4,1,5,20.8,1.2,5.5
85,4,1,5,21.92,1.2,5.5
86,4,1,5,20.8,1.2,5.5
87,4,1,5,20.85,1.2,5.5
88,4,1,5,20.5,1.2,5.5
89,4,1,5,21.11,1.2,5.5
90,4,1,5,20.48,1.2,5.5
91,4,1,5,20.66,1.2,5.5
92,4,1,5,21.02,1.2,5.5
93,4,1,5,21.28,1.2,5.5
94,4,1,5,21.35,1.2,5.5
95,4,1,5,20.85,1.2,5.5
96,4,1,5,20.57,1.2,5.5
97,4,1,5,20.87,1.2,5.5
98,4,1,5,21.06,1.2,5.5
99,4,1,5,21.73,1.2,5.5
100,4,1,5,20.86,1.2,5.5
101,4,1,5,21.39,1.2,5.5
102,4,1,5,20.95,1.2,5.5
103,4,1,5,21.59,1.2,5.5
104,4,1,5,20.71,1.2,5.5
105,4,1,5,21.73,1.2,5.5
106,4,1,5,20.4,1.2,5.5
107,4,1,5,20.96,1.2,5.5
108,4,1,5,20.58,1.2,5.5
109,4,1,5,20.77,1.2,5.5
110,4,1,5,20.74,1.2,5.5
111,4,1,5,20.67,1.2,5.5
112,4,1,5,21.46,1.2,5.5
113,4,1,5,21.03,1.2,5.5
114,4,1,5,21.13,1.2,5.5
115,4,1,5,20.9,1.2,5.5
116,4,1,5,21.22,1.2,5.5
117,4,1,5,20.57,1.2,5.5
118,4,1,5,20.91,1.2,5.5
119,4,1,5,21.72,1.2,5.5
0,5,1,1,20.89,2,7.6
1,5,1,1,20.97,2,7.6
2,5,1,1,20.29,2,7.6
3,5,1,1,20.83,2,7.6
4,5,1,1,20.07,2,7.6
5,5,1,1,20.24,2,7.6
6,5,1,1,20.15,2,7.6
7,5,1,1,20.35,2,7.6
8,5,1,1,20.63,2,7.6
9,5,1,1,20.49,2,7.6
10,5,1,1,20.69,2,7.6
11,5,1,1,20.86,2,7.6
12,5,1,1,20.44,2,7.6
13,5,1,1,20.66,2,7.6
14,5,1,1,20.94,2,7.6
15,5,1,1,20.05,2,7.6
16,5,1,1,20.06,2,7.6
17,5,1,1,20.59,2,7.6
18,5,1,1,20.51,2,7.6
19,5,1,1,20.21,2,7.6
20,5,1,1,20.45,2,7.6
21,5,1,1,20.03,2,7.6
22,5,1,1,20.53,2,7.6
23,5,1,1,20.55,2,7.6
24,5,1,1,20.05,2,7.6
25,5,1,1,20.31,2,7.6
26,5,1,1,20.48,2,7.6
27,5,1,1,20.55,2,7.6
28,5,1,1,20.92,2,7.6
29,5,1,1,20.37,2,7.6
30,5,1,1,20.97,2,7.6
31,5,1,1,20.31,2,7.6
32,5,1,1,20.61,2,7.6
33,5,1,1,20.14,2,7.6
34,5,1,1,20.15,2,7.6
35,5,1,1,20.7,2,7.6
36,5,1,1,20.69,2,7.6
37,5,1,1,20.43,2,7.6
38,5,1,1,20.94,2,7.6
39,5,1,1,20.97,2,7.6
40,5,1,1,20.7,2,7.6
41,5,1,1,20.94,2,7.6
42,5,1,1,20.04,2,7.6
43,5,1,1,20.07,2,7.6
44,5,1,1,20.01,2,7.6
45,5,1,1,20.71,2,7.6
46,5,1,1,20.17,2,7.6
47,5,1,1,20.09,2,7.6
48,5,1,1,20.53,2,7.6
49,5,1,1,20.74,2,7.6
50,5,1,1,20.67,2,7.6
51,5,1,1,20.17,2,7.6
52,5,1,1,20.24,2,7.6
53,5,1,1,20.11,2,7.6
54,5,1,1,20.66,2,7.6
55,5,1,1,20.79,2,7.6
56,5,1,1,20.81,2,7.6
57,5,1,1,20.3,2,7.6
58,5,1,1,20.41,2,7.6
59,5,1,1,20.01,2,7.6
60,5,1,1,20.41,2,7.6
61,5,1,1,20.27,2,7.6
62,5,1,1,20.06,2,7.6
63,5,1,1,20.46,2,7.6
64,5,1,1,20.02,2,7.6
65,5,1,1,20.63,2,7.6
66,5,1,1,20.28,2,7.6
67,5,1,1,20.05,2,7.6
68,5,1,1,20.26,2,7.6
69,5,1,1,20.84,2,7.6
70,5,1,1,20.55,2,7.6
71,5,1,1,20.91,2,7.6
72,5,1,1,20.7,2,7.6
73,5,1,1,20.59,2,7.6
74,5,1,1,20.69,2,7.6
75,5,1,1,20.58,2,7.6
76,5,1,1,20.27,2,7.6
77,5,1,1,20.91,2,7.6
78,5,1,1,20.8,2,7.6
79,5,1,1,20.06,2,7.6
80,5,1,1,20.5,2,7.6
81,5,1,1,20.52,2,7.6
82,5,1,1,20.25,2,7.6
83,5,1,1,20.86,2,7.6
84,5,1,1,20.06,2,7.6
85,5,1,1,20.65,2,7.6
86,5,1,1,20.31,2,7.6
87,5,1,1,20.71,2,7.6
88,5,1,1,20.34,2,7.6
89,5,1,1,20.68,2,7.6
90,5,1,1,20.76,2,7.6
91,5,1,1,20.96,2,7.6
92,5,1,1,20.55,2,7.6
93,5,1,1,20.09,2,7.6
94,5,1,1,20.94,2,7.6
95,5,1,1,20.22,2,7.6
96,5,1,1,20.31,2,7.6
97,5,1,1,20.38,2,7.6
98,5,1,1,20.45,2,7.6
99,5,1,1,20.78,2,7.6
100,5,1,1,20.4,2,7.6
101,5,1,1,20.35,2,7.6
102,5,1,1,20.24,2,7.6
103,5,1,1,20.61,2,7.6
104,5,1,1,20.65,2,7.6
105,5,1,1,20.63,2,7.6
106,5,1,1,20.75,2,7.6
107,5,1,1,20.66,2,7.6
108,5,1,1,20.34,2,7.6
109,5,1,1,20.58,2,7.6
110,5,1,1,20.03,2,7.6
111,5,1,1,20.01,2,7.6
112,5,1,1,20.33,2,7.6
113,5,1,1,20.37,2,7.6
114,5,1,1,20.12,2,7.6
115,5,1,1,20.21,2,7.6
116,5,1,1,20.75,2,7.6
117,5,1,1,20.24,2,7.6
118,5,1,1,20.55,2,7.6
119,5,1,1,20.12,2,7.6
0,6,1,2,22.72,2.8,9.1
1,6,1,2,22.91,2.8,9.1
2,6,1,2,22.64,2.8,9.1
3,6,1,2,21.22,2.8,9.1
4,6,1,2,21.14,2.8,9.1
5,6,1,2,20.65,2.8,9.1
6,6,1,2,22.7,2.8,9.1
7,6,1,2,21.17,2.8,9.1
8,6,1,2,22.38,2.8,9.1
9,6,1,2,22.3,2.8,9.1
10,6,1,2,22.87,2.8,9.1
11,6,1,2,21.34,2.8,9.1
12,6,1,2,22.21,2.8,9.1
13,6,1,2,22.32,2.8,9.1
14,6,1,2,22.54,2.8,9.1
15,6,1,2,22.05,2.8,9.1
16,6,1,2,22.25,2.8,9.1
17,6,1,2,21.03,2.8,9.1
18,6,1,2,22.48,2.8,9.1
19,6,1,2,21.91,2.8,9.1
20,6,1,2,20.55,2.8,9.1
21,6,1,2,22.3,2.8,9.1
22,6,1,2,22.6,2.8,9.1
23,6,1,2,21.67,2.8,9.1
24,6,1,2,22.18,2.8,9.1
25,6,1,2,22.31,2.8,9.1
26,6,1,2,20.33,2.8,9.1
27,6,1,2,22.35,2.8,9.1
