timestamp,id,temperature,pm,longitude,latitude,area
38,1,21.03,33.89,0.37,9.1,0
39,1,21.66,33.72,0.37,9.1,0
40,1,21.28,34.48,0.37,9.1,0
41,1,21.41,34.02,0.37,9.1,0
42,1,21.01,34,0.37,9.1,0
43,1,22.45,33.77,0.37,9.1,0
44,1,21.1,33.66,0.37,9.1,0
45,1,20.98,33.98,0.37,9.1,0
46,1,21.93,34.1,0.37,9.1,0
47,1,20.93,33.84,0.37,9.1,0
48,1,20.51,34.23,0.37,9.1,0
49,1,20.51,33.77,0.37,9.1,0
50,1,20.17,33.99,0.37,9.1,0
51,1,20.43,33.73,0.37,9.1,0
52,1,21.12,33.64,0.37,9.1,0
53,1,20.63,33.83,0.37,9.1,0
54,1,21.15,33.98,0.37,9.1,0
55,1,20.35,33.97,0.37,9.1,0
56,1,20.79,33.9,0.37,9.1,0
57,1,22.62,33.93,0.37,9.1,0
58,1,20.62,34.18,0.37,9.1,0
59,1,20.65,34.12,0.37,9.1,0
60,1,21.78,33.84,0.37,9.1,0
61,1,20.91,33.75,0.37,9.1,0
62,1,20.43,34.02,0.37,9.1,0
63,1,20.85,34.41,0.37,9.1,0
64,1,21.68,34.14,0.37,9.1,0
65,1,20.83,33.89,0.37,9.1,0
66,1,20.72,34.48,0.37,9.1,0
67,1,20.49,34.12,0.37,9.1,0
68,1,21.3,34.02,0.37,9.1,0
69,1,21.2,34.09,0.37,9.1,0
70,1,21.21,33.68,0.37,9.1,0
71,1,21.12,34.24,0.37,9.1,0
72,1,20.84,34.14,0.37,9.1,0
73,1,21.06,34.31,0.37,9.1,0
74,1,21.12,34.05,0.37,9.1,0
75,1,20.61,33.56,0.37,9.1,0
76,1,22.02,33.78,0.37,9.1,0
77,1,21.43,34.13,0.37,9.1,0
78,1,20.59,34.43,0.37,9.1,0
79,1,21,33.92,0.37,9.1,0
80,1,21.34,34.02,0.37,9.1,0
81,1,20.97,33.9,0.37,9.1,0
82,1,22.41,34.07,0.37,9.1,0
83,1,20.92,34.35,0.37,9.1,0
84,1,21.8,33.7,0.37,9.1,0
85,1,20.83,33.84,0.37,9.1,0
86,1,21.93,34.05,0.37,9.1,0
87,1,20.87,34.01,0.37,9.1,0
88,1,22.15,34.11,0.37,9.1,0
89,1,20.51,34.25,0.37,9.1,0
90,1,21.28,33.72,0.37,9.1,0
91,1,22.14,34.1,0.37,9.1,0
92,1,20.8,33.86,0.37,9.1,0
93,1,20.61,34.05,0.37,9.1,0
94,1,20.89,34.65,0.37,9.1,0
95,1,20.84,33.81,0.37,9.1,0
96,1,21.86,34.2,0.37,9.1,0
97,1,20.58,34.12,0.37,9.1,0
98,1,20.71,34.17,0.37,9.1,0
99,1,21.08,33.62,0.37,9.1,0
100,1,21,34.61,0.37,9.1,0
101,1,21.68,33.69,0.37,9.1,0
102,1,24.04,33.83,0.37,9.1,0
103,1,21.35,34.09,0.37,9.1,0
104,1,21.33,33.75,0.37,9.1,0
105,1,20.96,33.92,0.37,9.1,0
106,1,20.98,34.15,0.37,9.1,0
107,1,22.24,33.84,0.37,9.1,0
108,1,21.99,33.94,0.37,9.1,0
109,1,21.37,33.78,0.37,9.1,0
110,1,20.49,34.22,0.37,9.1,0
111,1,21.08,34.18,0.37,9.1,0
112,1,22.45,33.87,0.37,9.1,0
113,1,20.52,33.86,0.37,9.1,0
114,1,21.23,34.17,0.37,9.1,0
115,1,20.54,34.28,0.37,9.1,0
116,1,20.5,33.71,0.37,9.1,0
117,1,20.69,33.84,0.37,9.1,0
118,1,20.76,33.83,0.37,9.1,0
119,1,21.4,34.21,0.37,9.1,0
0,2,20.67,34,3.67,5.37,2
1,2,20.01,33.02,3.67,5.37,2
2,2,20.47,34,3.67,5.37,2
3,2,20.24,33.89,3.67,5.37,2
4,2,20.78,33.96,3.67,5.37,2
5,2,20.47,33.54,3.67,5.37,2
6,2,20.8,33.96,3.67,5.37,2
7,2,20.92,33.93,3.67,5.37,2
8,2,20.98,34,3.67,5.37,2
9,2,20.34,33.96,3.67,5.37,2
10,2,20.71,33.52,3.67,5.37,2
11,2,20.86,33.28,3.67,5.37,2
12,2,20.18,33.85,3.67,5.37,2
13,2,20.27,33.35,3.67,5.37,2
14,2,20.03,33.29,3.67,5.37,2
15,2,20.26,33.6,3.67,5.37,2
16,2,20.66,34,3.67,5.37,2
17,2,20.67,33.94,3.67,5.37,2
18,2,20.09,33.99,3.67,5.37,2
19,2,20.44,33.75,3.67,5.37,2
20,2,20.98,33.53,3.67,5.37,2
21,2,20.06,34,3.67,5.37,2
22,2,20.42,33.81,3.67,5.37,2
23,2,20.19,33.99,3.67,5.37,2
24,2,20.89,33.93,3.67,5.37,2
25,2,20.72,34,3.67,5.37,2
26,2,20.52,33.7,3.67,5.37,2
27,2,20.93,34,3.67,5.37,2
28,2,20.63,33.62,3.67,5.37,2
29,2,20.28,34,3.67,5.37,2
30,2,20.75,34,3.67,5.37,2
31,2,20.65,34,3.67,5.37,2
32,2,20.99,33.43,3.67,5.37,2
33,2,20.12,34,3.67,5.37,2
34,2,20.13,34,3.67,5.37,2
35,2,20.77,33.99,3.67,5.37,2
36,2,20.59,34,3.67,5.37,2
37,2,20.89,34,3.67,5.37,2
38,2,20.42,33.98,3.67,5.37,2
39,2,20.32,33.45,3.67,5.37,2
40,2,20.39,33.45,3.67,5.37,2
41,2,20.97,33.3,3.67,5.37,2
42,2,20.8,33.92,3.67,5.37,2
43,2,20.58,33.83,3.67,5.37,2
44,2,20.78,34,3.67,5.37,2
45,2,20.25,34,3.67,5.37,2
46,2,20.4,34,3.67,5.37,2
47,2,20.27,34,3.67,5.37,2
48,2,20.46,33.92,3.67,5.37,2
49,2,20.5,34,3.67,5.37,2
50,2,20.23,33.85,3.67,5.37,2
51,2,20.18,34,3.67,5.37,2
52,2,20.12,34,3.67,5.37,2
53,2,20.22,33.99,3.67,5.37,2
54,2,20.09,33.03,3.67,5.37,2
55,2,20.75,34,3.67,5.37,2
56,2,20.92,33.78,3.67,5.37,2
57,2,20.69,33.99,3.67,5.37,2
58,2,20.45,34,3.67,5.37,2
59,2,20.28,33.93,3.67,5.37,2
60,2,20.57,33.99,3.67,5.37,2
61,2,20.78,34,3.67,5.37,2
62,2,20.19,33.95,3.67,5.37,2
63,2,20.58,33.38,3.67,5.37,2
64,2,20.13,34,3.67,5.37,2
65,2,20.43,33.99,3.67,5.37,2
66,2,20.67,33.96,3.67,5.37,2
67,2,20.07,33.96,3.67,5.37,2
68,2,20.76,33.69,3.67,5.37,2
69,2,20.83,34,3.67,5.37,2
70,2,20.77,34,3.67,5.37,2
71,2,20.98,33.6,3.67,5.37,2
72,2,20.85,34,3.67,5.37,2
73,2,20.82,33.94,3.67,5.37,2
74,2,20.37,33.63,3.67,5.37,2
75,2,20.84,34,3.67,5.37,2
76,2,20.08,33.87,3.67,5.37,2
77,2,20.37,34,3.67,5.37,2
78,2,20.56,33.99,3.67,5.37,2
79,2,20.81,33.6,3.67,5.37,2
80,2,20.17,33.39,3.67,5.37,2
81,2,20.76,33.99,3.67,5.37,2
82,2,20.41,33.91,3.67,5.37,2
83,2,20.48,33.98,3.67,5.37,2
84,2,20.34,33.99,3.67,5.37,2
85,2,20.03,33.1,3.67,5.37,2
86,2,20.49,33.7,3.67,5.37,2
87,2,20.61,33.92,3.67,5.37,2
88,2,20.02,33.91,3.67,5.37,2
89,2,20.48,33.65,3.67,5.37,2
90,2,20.86,33.98,3.67,5.37,2
91,2,20.61,34,3.67,5.37,2
92,2,20.41,33.99,3.67,5.37,2
93,2,20.74,33.99,3.67,5.37,2
94,2,20.89,34,3.67,5.37,2
95,2,20.1,34,3.67,5.37,2
96,2,20.41,34,3.67,5.37,2
97,2,20.65,33.45,3.67,5.37,2
98,2,20.89,33.25,3.67,5.37,2
99,2,20.86,33.99,3.67,5.37,2
100,2,20.71,33.91,3.67,5.37,2
101,2,20.14,33.93,3.67,5.37,2
102,2,20.34,33.98,3.67,5.37,2
103,2,20.94,33.47,3.67,5.37,2
104,2,20.56,34,3.67,5.37,2
105,2,20.88,33.6,3.67,5.37,2
106,2,20.02,33.2,3.67,5.37,2
107,2,20.92,33.44,3.67,5.37,2
108,2,20.93,33.36,3.67,5.37,2
109,2,20.08,33.95,3.67,5.37,2
110,2,20.33,33.99,3.67,5.37,2
111,2,20.91,34,3.67,5.37,2
112,2,20.76,33.19,3.67,5.37,2
113,2,20.54,33.83,3.67,5.37,2
114,2,20.35,33.9,3.67,5.37,2
115,2,20.5,33.86,3.67,5.37,2
116,2,20.58,34,3.67,5.37,2
117,2,20.9,33.97,3.67,5.37,2
118,2,20.46,33.88,3.67,5.37,2
119,2,20.45,34,3.67,5.37,2
0,3,21.38,33.38,3.67,8.57,3
1,3,22.67,33.67,3.67,8.57,3
2,3,22.06,33.06,3.67,8.57,3
3,3,21.75,33.75,3.67,8.57,3
4,3,22.66,34.66,3.67,8.57,3
5,3,22.23,33.23,3.67,8.57,3
6,3,22,33,3.67,8.57,3
7,3,22.62,33.62,3.67,8.57,3
8,3,21.67,33.67,3.67,8.57,3
9,3,22.13,33.13,3.67,8.57,3
10,3,21.24,33.24,3.67,8.57,3
11,3,21,33,3.67,8.57,3
12,3,22.54,33.54,3.67,8.57,3
13,3,21.97,33.97,3.67,8.57,3
14,3,22.41,33.41,3.67,8.57,3
15,3,20.92,33.92,3.67,8.57,3
16,3,22.6,33.6,3.67,8.57,3
17,3,22.79,34.79,3.67,8.57,3
18,3,22.26,33.26,3.67,8.57,3
19,3,22.23,33.23,3.67,8.57,3
20,3,22.82,33.82,3.67,8.57,3
21,3,22.88,33.88,3.67,8.57,3
22,3,22.94,34.94,3.67,8.57,3
23,3,22.84,33.84,3.67,8.57,3
24,3,22.45,33.45,3.67,8.57,3
25,3,22.83,33.83,3.67,8.57,3
26,3,21.64,33.64,3.67,8.57,3
27,3,21.92,33.92,3.67,8.57,3
28,3,22.75,33.75,3.67,8.57,3
29,3,21.24,33.24,3.67,8.57,3
30,3,21.2,33.2,3.67,8.57,3
31,3,22.52,33.52,3.67,8.57,3
32,3,22.23,33.23,3.67,8.57,3
33,3,21.53,33.53,3.67,8.57,3
34,3,22.45,33.45,3.67,8.57,3
35,3,22.09,33.09,3.67,8.57,3
36,3,22.32,33.32,3.67,8.57,3
37,3,21.53,34.53,3.67,8.57,3
38,3,21.48,33.48,3.67,8.57,3
39,3,22.53,33.53,3.67,8.57,3
40,3,21.18,33.18,3.67,8.57,3
41,3,22.91,33.91,3.67,8.57,3
42,3,21.42,33.42,3.67,8.57,3
43,3,22.2,33.2,3.67,8.57,3
44,3,22.73,34.73,3.67,8.57,3
45,3,22.23,33.23,3.67,8.57,3
46,3,22.59,33.59,3.67,8.57,3
47,3,21.82,33.82,3.67,8.57,3
48,3,22.59,33.59,3.67,8.57,3
49,3,22.86,34.86,3.67,8.57,3
50,3,22.8,34.8,3.67,8.57,3
51,3,21.75,33.75,3.67,8.57,3
52,3,22.01,33.01,3.67,8.57,3
53,3,21.01,33.01,3.67,8.57,3
54,3,22.3,34.3,3.67,8.57,3
55,3,22.29,33.29,3.67,8.57,3
56,3,22.15,33.15,3.67,8.57,3
57,3,21.99,33.99,3.67,8.57,3
58,3,20.95,33.95,3.67,8.57,3
59,3,21.43,33.43,3.67,8.57,3
60,3,21.2,33.2,3.67,8.57,3
61,3,20.72,33.72,3.67,8.57,3
62,3,21.12,33.12,3.67,8.57,3
63,3,22.9,33.9,3.67,8.57,3
64,3,22.22,33.22,3.67,8.57,3
65,3,21.1,33.1,3.67,8.57,3
66,3,22.01,33.01,3.67,8.57,3
67,3,22.4,33.4,3.67,8.57,3
68,3,21.68,33.68,3.67,8.57,3
69,3,22.12,33.12,3.67,8.57,3
70,3,22.79,33.79,3.67,8.57,3
71,3,22.66,33.66,3.67,8.57,3
72,3,22.08,33.08,3.67,8.57,3
73,3,21.76,34.76,3.67,8.57,3
74,3,22.05,33.05,3.67,8.57,3
75,3,22.3,33.3,3.67,8.57,3
76,3,22.17,33.17,3.67,8.57,3
77,3,21.59,33.59,3.67,8.57,3
78,3,22.16,33.16,3.67,8.57,3
79,3,21.14,33.14,3.67,8.57,3
80,3,22.28,34.28,3.67,8.57,3
81,3,22.68,33.68,3.67,8.57,3
82,3,21.43,33.43,3.67,8.57,3
83,3,21.3,33.3,3.67,8.57,3
84,3,22.23,33.23,3.67,8.57,3
85,3,22.04,33.04,3.67,8.57,3
86,3,22.84,33.84,3.67,8.57,3
87,3,22.66,33.66,3.67,8.57,3
88,3,22.21,33.21,3.67,8.57,3
89,3,20.6,33.6,3.67,8.57,3
90,3,22.59,33.59,3.67,8.57,3
91,3,22.79,33.79,3.67,8.57,3
92,3,21.62,34.62,3.67,8.57,3
93,3,21.57,34.57,3.67,8.57,3
94,3,21.46,33.46,3.67,8.57,3
95,3,21.43,33.43,3.67,8.57,3
96,3,22.18,34.18,3.67,8.57,3
97,3,21.28,33.28,3.67,8.57,3
98,3,22.11,33.11,3.67,8.57,3
99,3,22.29,33.29,3.67,8.57,3
100,3,22.75,33.75,3.67,8.57,3
101,3,22.02,33.02,3.67,8.57,3
102,3,21.23,33.23,3.67,8.57,3
103,3,21.91,33.91,3.67,8.57,3
104,3,21.02,33.02,3.67,8.57,3
105,3,22.46,33.46,3.67,8.57,3
106,3,22.2,33.2,3.67,8.57,3
107,3,21.37,33.37,3.67,8.57,3
108,3,22.01,33.01,3.67,8.57,3
109,3,22.53,33.53,3.67,8.57,3
110,3,22.66,33.66,3.67,8.57,3
111,3,22.41,33.41,3.67,8.57,3
112,3,21.19,33.19,3.67,8.57,3
113,3,22.85,33.85,3.67,8.57,3
114,3,22.12,33.12,3.67,8.57,3
115,3,21.08,33.08,3.67,8.57,3
116,3,22.58,33.58,3.67,8.57,3
117,3,21.18,33.18,3.67,8.57,3
118,3,21.46,33.46,3.67,8.57,3
119,3,22.04,33.04,3.67,8.57,3
0,4,21.08,34.02,3.67,5.9,2
1,4,20.93,34.45,3.67,5.9,2
2,4,21.17,34.6,3.67,5.9,2
3,4,20.73,33.88,3.67,5.9,2
4,4,21.14,34.55,3.67,5.9,2
5,4,20.84,34.12,3.67,5.9,2
6,4,20.95,35.34,3.67,5.9,2
7,4,21.1,34.52,3.67,5.9,2
8,4,20.66,33.71,3.67,5.9,2
9,4,20.55,34.64,3.67,5.9,2
10,4,20.8,33.37,3.67,5.9,2
11,4,21.15,33.98,3.67,5.9,2
12,4,21.33,33.67,3.67,5.9,2
13,4,20.52,33.36,3.67,5.9,2
14,4,20.5,33.74,3.67,5.9,2
15,4,20.81,34.35,3.67,5.9,2
16,4,21.32,33.48,3.67,5.9,2
17,4,20.87,35.08,3.67,5.9,2
18,4,20.86,34.19,3.67,5.9,2
19,4,20.98,35.54,3.67,5.9,2
20,4,20.81,33.82,3.67,5.9,2
21,4,21.77,34.15,3.67,5.9,2
22,4,21.36,33.97,3.67,5.9,2
23,4,21.32,33.86,3.67,5.9,2
24,4,20.88,34.35,3.67,5.9,2
25,4,21.2,34.97,3.67,5.9,2
26,4,21.32,34.63,3.67,5.9,2
27,4,20.56,35,3.67,5.9,2
28,4,20.5,33.43,3.67,5.9,2
29,4,21.64,33.61,3.67,5.9,2
30,4,20.6,34.13,3.67,5.9,2
31,4,21.19,34.81,3.67,5.9,2
32,4,20.52,33.73,3.67,5.9,2
33,4,20.51,36.41,3.67,5.9,2
34,4,20.83,34.34,3.67,5.9,2
35,4,20.36,35.39,3.67,5.9,2
36,4,20.63,33.45,3.67,5.9,2
37,4,21.24,33.86,3.67,5.9,2
38,4,21.15,33.82,3.67,5.9,2
39,4,21.8,33.37,3.67,5.9,2
40,4,20.64,34.16,3.67,5.9,2
41,4,21.13,34.04,3.67,5.9,2
42,4,20.93,34,3.67,5.9,2
43,4,21.05,34.03,3.67,5.9,2
44,4,20.81,34.2,3.67,5.9,2
45,4,21.36,34.12,3.67,5.9,2
46,4,20.74,34.34,3.67,5.9,2
47,4,20.9,33.39,3.67,5.9,2
48,4,21.56,36.99,3.67,5.9,2
49,4,20.83,34.83,3.67,5.9,2
50,4,20.88,34.57,3.67,5.9,2
51,4,20.93,34.03,3.67,5.9,2
52,4,21.25,34.82,3.67,5.9,2
53,4,20.88,33.71,3.67,5.9,2
54,4,20.84,33.81,3.67,5.9,2
55,4,21.47,33.94,3.67,5.9,2
56,4,20.86,35.19,3.67,5.9,2
57,4,20.77,35.13,3.67,5.9,2
58,4,20.51,35.21,3.67,5.9,2
59,4,21,34.74,3.67,5.9,2
60,4,20.73,33.74,3.67,5.9,2
61,4,21.25,35.29,3.67,5.9,2
62,4,20.54,34.54,3.67,5.9,2
63,4,21.51,33.79,3.67,5.9,2
64,4,20.55,33.67,3.67,5.9,2
65,4,20.78,33.94,3.67,5.9,2
66,4,20.78,33.65,3.67,5.9,2
67,4,21.59,33.57,3.67,5.9,2
68,4,20.6,33.4,3.67,5.9,2
69,4,21.9,33.85,3.67,5.9,2
70,4,21.1,33.84,3.67,5.9,2
71,4,20.84,33.49,3.67,5.9,2
72,4,20.89,33.6,3.67,5.9,2
73,4,20.94,33.97,3.67,5.9,2
74,4,20.91,34.76,3.67,5.9,2
75,4,20.76,33.56,3.67,5.9,2
76,4,21,34.85,3.67,5.9,2
77,4,21.13,34.31,3.67,5.9,2
78,4,20.82,34.45,3.67,5.9,2
79,4,21.69,34.14,3.67,5.9,2
80,4,20.91,33.78,3.67,5.9,2
81,4,20.88,33.52,3.67,5.9,2
82,4,20.84,34.69,3.67,5.9,2
83,4,21.73,35.2,3.67,5.9,2
84,4,21.09,33.79,3.67,5.9,2
85,4,20.81,33.63,3.67,5.9,2
86,4,20.77,34.38,3.67,5.9,2
87,4,21.04,33.45,3.67,5.9,2
88,4,20.72,34.78,3.67,5.9,2
89,4,20.49,34.76,3.67,5.9,2
90,4,20.78,34.34,3.67,5.9,2
91,4,21.16,34.38,3.67,5.9,2
92,4,21.07,34.82,3.67,5.9,2
93,4,21.24,34.32,3.67,5.9,2
94,4,20.82,33.77,3.67,5.9,2
95,4,21.3,33.49,3.67,5.9,2
96,4,21.38,33.8,3.67,5.9,2
97,4,21.3,35.7,3.67,5.9,2
98,4,21.02,33.7,3.67,5.9,2
99,4,20.76,34.48,3.67,5.9,2
100,4,21.06,35.3,3.67,5.9,2
101,4,20.88,34.66,3.67,5.9,2
102,4,20.8,33.4,3.67,5.9,2
103,4,20.9,34.4,3.67,5.9,2
104,4,20.67,33.56,3.67,5.9,2
105,4,21.23,33.69,3.67,5.9,2
106,4,20.9,35.74,3.67,5.9,2
107,4,20.82,33.72,3.67,5.9,2
108,4,20.84,34.05,3.67,5.9,2
109,4,21.79,34.23,3.67,5.9,2
110,4,21.79,34.01,3.67,5.9,2
111,4,20.63,34.11,3.67,5.9,2
112,4,21.13,33.7,3.67,5.9,2
113,4,21.24,34.15,3.67,5.9,2
114,4,20.41,35.07,3.67,5.9,2
115,4,20.88,39.18,3.67,5.9,2
116,4,21.3,34.16,3.67,5.9,2
117,4,20.82,34.56,3.67,5.9,2
118,4,20.97,33.7,3.67,5.9,2
119,4,20.8,34.82,3.67,5.9,2
0,5,20.79,33.96,2.74,8.84,0
1,5,20.7,34,2.74,8.84,0
2,5,20.82,33.96,2.74,8.84,0
3,5,20.26,34,2.74,8.84,0
4,5,20.25,33.83,2.74,8.84,0
5,5,20.22,33.99,2.74,8.84,0
6,5,20.98,33.85,2.74,8.84,0
7,5,20.56,33.34,2.74,8.84,0
8,5,20.16,33.45,2.74,8.84,0
9,5,20.84,33.12,2.74,8.84,0
10,5,20.5,34,2.74,8.84,0
11,5,20.4,33.99,2.74,8.84,0
12,5,20.17,34,2.74,8.84,0
13,5,20.49,34,2.74,8.84,0
14,5,20.96,33.75,2.74,8.84,0
15,5,20.03,33.29,2.74,8.84,0
16,5,20.41,34,2.74,8.84,0
17,5,20.27,34,2.74,8.84,0
18,5,20.91,33.47,2.74,8.84,0
19,5,20.27,33.95,2.74,8.84,0
20,5,20.26,34,2.74,8.84,0
21,5,20.14,34,2.74,8.84,0
22,5,20.53,34,2.74,8.84,0
23,5,20.79,34,2.74,8.84,0
24,5,20.07,33.05,2.74,8.84,0
25,5,20.74,34,2.74,8.84,0
26,5,20.31,33.88,2.74,8.84,0
27,5,20.68,33.99,2.74,8.84,0
28,5,20.85,34,2.74,8.84,0
29,5,20.86,33.74,2.74,8.84,0
30,5,20.64,34,2.74,8.84,0
31,5,20.1,33.89,2.74,8.84,0
32,5,20.52,33.72,2.74,8.84,0
33,5,20.84,33.54,2.74,8.84,0
34,5,20.15,34,2.74,8.84,0
35,5,20.42,33.97,2.74,8.84,0
36,5,20.6,33.82,2.74,8.84,0
37,5,20.89,33.95,2.74,8.84,0
38,5,20.05,33.79,2.74,8.84,0
39,5,20.11,33.98,2.74,8.84,0
